candidate_index,gradient_rank,gradient_group,gradient_cosine,gradient_dot,predicted_reference_loss_change_per_unit_step,candidate_loss,candidate_gradient_norm,total_tokens_before_truncation,completion_tokens_before_truncation,completion_tokens_kept,completion_tokens_removed,eos_in_kept_completion,problem_sha256
12,93,GradLow50,0.01590176489052822,0.024043884128332138,-0.024043884128332138,1.5635986328125,1.2047815189707092,227,123,123,0,True,922bb01991f9021652a70a10145417062f164211a83b40dcf1c61b6b67525daf
13,100,GradLow50,-0.07288290075825377,-0.3952840566635132,0.3952840566635132,3.5196986198425293,4.321481391376761,148,16,16,0,True,da32de9a8fdf17faf139ce3943810fcbe34c0a96e5790b2553a1dde0d4ede5c3
14,73,GradLow50,0.06010392956900011,0.23993423581123352,-0.23993423581123352,3.2334659099578857,3.180814576094098,110,16,16,0,True,9646c1dc9939f268f57613f37f2264d20720261283ad70383e5f14400edd9749
15,96,GradLow50,0.0032943224011642005,0.0018772274488583207,-0.0018772274488583207,0.8793599605560303,0.4540459383459941,517,383,383,0,True,9a9628f61eb62c54b986eccd2adad13cb9bc4748d23d34aae74e563ba95d8183
16,53,GradLow50,0.08004925804734334,0.2590463161468506,-0.2590463161468506,3.7765371799468994,2.5785117119417174,134,14,14,0,True,20967bb841486681f21fa9e8384ce8d14e06242428d56c120977d293dfb28842
17,94,GradLow50,0.013835626580200813,0.04487570375204086,-0.04487570375204086,3.917954683303833,2.584410155863277,181,37,37,0,True,3a8aedcdee8f55b3805f04fc09d8465beff04a0ecc7a94e502a5589c5b996407
18,30,GradHigh50,0.10014758697503832,0.3039606213569641,-0.3039606213569641,3.086498498916626,2.418387184235803,145,17,17,0,True,bf00934879c39105ff9c6c672231e0f35cb507a7a38b0612d114ab36064a2655
19,42,GradHigh50,0.09285649617336969,0.25690895318984985,-0.25690895318984985,3.1696929931640625,2.2045296594255905,145,17,17,0,True,14ea057578ce5ace80e1260f06fdb8f2e1a6d6a017ca95fcbf3907dfc24fe26f
20,79,GradLow50,0.057934880025602535,0.07050368934869766,-0.07050368934869766,1.3994075059890747,0.9696627900358751,297,160,160,0,True,e04a6ba1b453a05d7c06fdbe4bca8fe555b80ae46a5a1cbf2000a512cee86887
21,47,GradHigh50,0.0905624060164717,0.07153864949941635,-0.07153864949941635,1.2251441478729248,0.6294218047087325,414,299,299,0,True,9c7d7104e70d1658738b2173be75fe5ebaa86035b540c0a47667d9b3cc8d11d2
22,2,GradHigh50,0.16048730836699063,0.6030081510543823,-0.6030081510543823,4.613341331481934,2.993860001424563,134,11,11,0,True,54d62a9d0b66c95541832bd1e4ea787860e885c0af445f69a6f8cdc5cab0cf76
23,64,GradLow50,0.06830833055357823,0.28934958577156067,-0.28934958577156067,4.230258464813232,3.3751897405341427,145,24,24,0,True,1e399e6f599e18023c6806a7321a4319868ee0d90cce9dc1700ebfd1c865c284
24,81,GradLow50,0.05172246504437319,0.20678573846817017,-0.20678573846817017,3.38407564163208,3.1855935772174364,162,17,17,0,True,b09ae8efa84dfc0d6fa8fceda51229631c6ab3b0078c466f3af5cfa66dc4664a
25,95,GradLow50,0.007662925481624766,0.030749712139368057,-0.030749712139368057,3.942110538482666,3.197388811482268,171,13,13,0,True,3509995c5eb52aaaf44f42df152e17ebc0def8328c91102f34ec599ecd319cea
26,54,GradLow50,0.0791508140991323,0.235921710729599,-0.235921710729599,2.8073172569274902,2.374988555880631,145,26,26,0,True,77e52fea4fc9e1ce71fdf8a1ef07a448e779cf4c3c00982da6ca7d6134bbabe7
27,89,GradLow50,0.03438416266338384,0.03076174110174179,-0.03076174110174179,1.322318196296692,0.7128554244038476,490,339,339,0,True,ad0ec015b47730952771e3ebb3a0ad61f9c0e6097055cdb00b8ec31330c4316a
28,33,GradHigh50,0.09936003927426895,0.36677050590515137,-0.36677050590515137,4.602826118469238,2.9412480244627877,128,11,11,0,True,5d54ceb241898c491233b220d4a66fff25a3afb2cb1fbaeafd727194408874e5
29,83,GradLow50,0.04473050131554748,0.039651669561862946,-0.039651669561862946,1.4155327081680298,0.7063284695336179,443,324,324,0,True,aed4b5ec561a3e667ad0ec47dcc35240a2e25553503b3a9a12137adb985d24f3
30,32,GradHigh50,0.09968153681949073,0.3156542479991913,-0.3156542479991913,3.3545265197753906,2.5231665120313647,135,16,16,0,True,54641b315d08f6ef56f7445c5c5abc5cee8bbdea39a60249c63455e04a9d934f
31,19,GradHigh50,0.11930034745720618,0.3594307601451874,-0.3594307601451874,3.1601603031158447,2.4006150887981668,152,24,24,0,True,b4c60d4e07c616277690eb81fe615d58dce5609cb91074b877a4aaa3e35efe37
32,59,GradLow50,0.07612476701721549,0.3107503652572632,-0.3107503652572632,2.821021318435669,3.252630049900559,201,22,22,0,True,baa7236fd0a13c7d9969e6477d82d457d0dc32ac01b8cd691545382a80855aae
33,85,GradLow50,0.042540356388392424,0.03114110417664051,-0.03114110417664051,1.1355534791946411,0.5832864424614639,483,351,351,0,True,b3550a1d08c185830b9fcd5e55533bf453a7d3496f7c1408b3c7e661d42262c2
34,35,GradHigh50,0.09877663489208223,0.31781259179115295,-0.31781259179115295,3.1942214965820312,2.5636921412329388,123,16,16,0,True,f9fe6096f4fc6a5e576d5a077a371cee2c3310e655ddffb335c1e17ef12cd900
35,1,GradHigh50,0.16564641444165606,0.5102821588516235,-0.5102821588516235,3.34743070602417,2.4545808590477347,129,16,16,0,True,bb49bbe12b8895d4ddf8cc6b29badf5ec997a9bb6e56d12bedb29620e2add527
36,3,GradHigh50,0.14951340518152115,0.5665165185928345,-0.5665165185928345,3.9406189918518066,3.019127427668384,124,13,13,0,True,7f5709a21d11e1ac64737bb88e76a2d9180a2959e36fb725993b9c18ca1954ce
37,56,GradLow50,0.07743201713101935,0.27038222551345825,-0.27038222551345825,3.4517946243286133,2.7823167105437503,166,22,22,0,True,93770ce83bb6a7d05823dc2fa244dcc03d02e123db2878a866e397f46527d33a
38,28,GradHigh50,0.10289000811278387,0.4109709858894348,-0.4109709858894348,3.1075525283813477,3.1826359156303066,155,20,20,0,True,ea66ef8b11aa8d8a4498b7813627b9ea37d729b849d536d602ea51a402938c38
39,44,GradHigh50,0.09223012128947555,0.3231619596481323,-0.3231619596481323,3.1143457889556885,2.7918780991686716,157,19,19,0,True,6c87b8298ae51885a6afb3568e0d48e437d74e5ef155b4f5eff677e5c5594e95
40,4,GradHigh50,0.14917377148627442,0.45011264085769653,-0.45011264085769653,3.5725343227386475,2.404239557793134,121,14,14,0,True,eb06c14679dc17a42d1e0dca0065f0c0345af628ef2d4f691943af81a468df9e
41,63,GradLow50,0.07315207311104077,0.28556740283966064,-0.28556740283966064,2.8704209327697754,3.110505631731629,156,22,22,0,True,7a6b8353e50c676b6fe1ec513e9ab3a6f741f314a268f10a93bb85a73f810123
42,25,GradHigh50,0.10989756542842122,0.32974106073379517,-0.32974106073379517,3.193387269973755,2.3907488622554,148,18,18,0,True,34f9511baf565e2f50901b07da6e7bad47da7a2ea3760910d1542780d8d3559f
43,98,GradLow50,-0.001334857473332495,-0.0015592847485095263,0.0015592847485095263,1.6020779609680176,0.9307639037432713,291,173,173,0,True,380667e139f0307bcb2875103fb1a73ff30a58205859f8787467e065a5948a64
44,71,GradLow50,0.06296886136491209,0.2577890455722809,-0.2577890455722809,3.654029607772827,3.2620274928727704,154,22,22,0,True,9d74815165075d87b83e5acf7906238d26a617fbc83217c62b2608d7760eb4c9
45,29,GradHigh50,0.10241885970279282,0.36380547285079956,-0.36380547285079956,4.053520202636719,2.8303379231815082,160,13,13,0,True,73bcb06b471e0460f313d86ba83c1ec9688f26287add9f16c12417996c0903b2
46,41,GradHigh50,0.0935688402087568,0.2964884340763092,-0.2964884340763092,2.6817264556884766,2.5247914369769107,136,29,29,0,True,c696b849f4225dc395985e39b8360eaa04f92555a8c1b383bf321c44bab2f9e6
47,91,GradLow50,0.018463103731755335,0.02147255837917328,-0.02147255837917328,1.259724736213684,0.9266763536772529,234,115,115,0,True,da19d532632e5c0c9836f52869d0411180c6118f95b8e9b2f88bee8f34e53279
48,49,GradHigh50,0.08922678964771306,0.3288331627845764,-0.3288331627845764,4.140506267547607,2.93649550774463,125,12,12,0,True,20e1afbc350437f439945bde30aa313c72f97c481a8bb67401e788ef312b0e6e
49,37,GradHigh50,0.09689713691117098,0.332067608833313,-0.332067608833313,3.9629132747650146,2.7306407606875394,132,12,12,0,True,607314394505b5b5e461d201903097d9202dc973d46b28078f3f957853746a4f
50,34,GradHigh50,0.09928161071406552,0.30285051465034485,-0.30285051465034485,3.1026289463043213,2.4305720543679854,157,19,19,0,True,4af0a5bed6b25aaf93b3e1ffba2168d6f8942f0666992db1d74eadb378ebd6e2
51,22,GradHigh50,0.11454744678928266,0.3069078326225281,-0.3069078326225281,3.0093507766723633,2.1348706051211517,145,18,18,0,True,0d821abd5ff6387beebe8e03e8b65d7d60b768da13413eead9e6040c9f308df5
52,27,GradHigh50,0.10394285625287003,0.4687882363796234,-0.4687882363796234,4.723760604858398,3.593610943301515,124,11,11,0,True,79d22cd497d2e1bd6905ba5ea29c7c590b4b150d24febc9958bbd123f40cf0f3
53,51,GradLow50,0.08163474168442555,0.2823660969734192,-0.2823660969734192,3.8425562381744385,2.7560464104785,137,13,13,0,True,bad56527488a7788147dfc2f634e00b66a9b96c1381fe3b5da7a63afd842c5a0
54,26,GradHigh50,0.10760092278074662,0.3006516993045807,-0.3006516993045807,3.008347511291504,2.226366536401124,154,22,22,0,True,0483f22415df4974ea7a835bd7aa7d80ae6cd41c0d70ec27518875a1579d8b3a
55,90,GradLow50,0.02255191521054748,0.09235407412052155,-0.09235407412052155,3.8969931602478027,3.2630342126538023,113,14,14,0,True,1d318f31b8bad0271e0940be261285d2d7b4f4b74659efdc1d3496f127bf0494
56,69,GradLow50,0.06496769347548761,0.19176051020622253,-0.19176051020622253,3.1868784427642822,2.3518559979257336,142,17,17,0,True,3e5339a3e7ac9ba5923c9815da5d33891a6fe3fe6d1ea9c31b31d4f0824b55ad
57,76,GradLow50,0.05930703967537111,0.05027797073125839,-0.05027797073125839,1.126860499382019,0.6754924399576177,400,276,276,0,True,4f8ccc903c83707d163a18a5e716de197c3be37fcb1d8020acc88c901959f9fd
58,13,GradHigh50,0.12546778305204134,0.4384779632091522,-0.4384779632091522,3.7086939811706543,2.78461107479853,153,14,14,0,True,e250bc2e7b4631f5654335e1723195a7ea22bf2948d958ba2a96238853ee8de1
59,45,GradHigh50,0.09187436885597286,0.30473509430885315,-0.30473509430885315,3.164076805114746,2.6428779155695454,171,18,18,0,True,97b86ce6c3aa972c2abf929bc49c58f2e2f4d44cc24220769be526cd33dfac11
60,46,GradHigh50,0.09123773923828184,0.2949233055114746,-0.2949233055114746,3.0834152698516846,2.575630599647365,138,17,17,0,True,bc92512896f69e7fd50d8bc64a814da21f4cd0b1a7c17166e860b3823c073cc2
61,20,GradHigh50,0.11872252498303934,0.33172255754470825,-0.33172255754470825,2.8107528686523438,2.226336872648413,183,19,19,0,True,3840506784b776d0bcf27e1f15eee09efb42a1e3506cc937b914ab3d72e9e309
62,68,GradLow50,0.06502243411382089,0.23572158813476562,-0.23572158813476562,2.7074105739593506,2.8885848810535704,126,22,22,0,True,e57af762e52f0eaae7314cae0fb518e7eae79a729b3d31832ab358036d74841b
63,61,GradLow50,0.07501185670847026,0.3156217634677887,-0.3156217634677887,4.663128852844238,3.3526330763015992,162,11,11,0,True,ae6965410f8e9e8a710e87cf4d40b49de984937ef0881e9c914ed10711a1df56
64,70,GradLow50,0.06367951788519852,0.22058415412902832,-0.22058415412902832,3.747587203979492,2.760091904063735,135,14,14,0,True,01a0545c22dc10a57b33d14b5d726669a9252fda8d8a5b78a21fb40e8db6996a
65,74,GradLow50,0.059782835148776046,0.07147058099508286,-0.07147058099508286,1.7689790725708008,0.9525763699310386,324,214,214,0,True,d48747fe96f2dfe0dee4a7284e0be8f24d495f550f7a9c0819c0e74ea420aee8
66,9,GradHigh50,0.13442115802572768,0.4534675180912018,-0.4534675180912018,3.739799976348877,2.6879893899719556,149,14,14,0,True,e0efbdc0b56d61fd49894c0379397faaa0d8e08e0c4d139d2375831bbe033e68
67,10,GradHigh50,0.12713236752269644,0.3300606906414032,-0.3300606906414032,2.9795498847961426,2.068648335243573,164,19,19,0,True,9a2e593195f9e272623b51abf9b34bdf8d6939d63b05ed5e080ad8c01432aab3
68,75,GradLow50,0.0595513450986114,0.10411645472049713,-0.10411645472049713,2.220517873764038,1.3930823655790394,293,172,172,0,True,2050a535fd69a88a63e9bb463efa1c580254c1b09eecc48aeee9f398a5db9cfd
69,38,GradHigh50,0.09524108505144621,0.362057626247406,-0.362057626247406,3.8525850772857666,3.0290215549753636,124,25,25,0,True,39a5fb6057cf9c4c16b4f7261ef4e22126352be3fe8a2f2e73ec00c55f442ea0
70,65,GradLow50,0.06825307826345493,0.2500154376029968,-0.2500154376029968,4.235952854156494,2.9187277096667086,111,12,12,0,True,39f26f8a429fdc7d6da7a511b974d7e3b4a61dcaee99a0bf10de6c773bf39089
71,80,GradLow50,0.05513640486483951,0.06293872743844986,-0.06293872743844986,1.7886128425598145,0.909554048982174,389,257,257,0,True,502ffb689332b8079f4f5e7c2b5802973ad560c4f41e3af953e29239a7af8995
72,18,GradHigh50,0.12005100978760878,0.31933772563934326,-0.31933772563934326,2.7830686569213867,2.119499942535666,168,19,19,0,True,0d0539ae81f0364cacac73ccfb599ce9288a6eb7024ac9e45cfc4492224e2201
73,57,GradLow50,0.07710850541151106,0.11420341581106186,-0.11420341581106186,2.2191643714904785,1.1801190123913743,271,137,137,0,True,86ba5b70f686721f10c984b1c9d0f647ffe292e03fb9640b0587817c9b692523
74,67,GradLow50,0.06604854650854557,0.22916436195373535,-0.22916436195373535,3.1946704387664795,2.764603248261908,138,17,17,0,True,b5a344d0eb7335cd922fcf39db8cf7ec8dd094cdbd5c658b79218c1c09081e27
75,39,GradHigh50,0.09475116140631921,0.46885690093040466,-0.46885690093040466,3.408257007598877,3.9428001940703674,139,19,19,0,True,b384164045eb813d680c4f4a738715f5d615b01498517b885af5ff040e3ee933
76,24,GradHigh50,0.11034794088235074,0.4022822678089142,-0.4022822678089142,4.1197733879089355,2.904796113625009,112,13,13,0,True,78a19fb7a7c362c44a098701ace9d6954ce8321d6d8f338ed058fc3bcc3c006a
77,8,GradHigh50,0.13502225909825816,0.398283988237381,-0.398283988237381,3.1674020290374756,2.3503713030383087,130,17,17,0,True,f8ac079613e10824401afe9b931c6a2bed7b58b9c6c1f00f9818c0a27b0d1bb6
78,12,GradHigh50,0.12627306252581952,0.6194989085197449,-0.6194989085197449,4.7407331466674805,3.9091184536485666,135,11,11,0,True,d702bfb092474e75fa857ae341aa04b08e76e2238a7ee24ab3aa7efaddee7b11
79,50,GradHigh50,0.08305153496008544,0.2642359137535095,-0.2642359137535095,3.1216394901275635,2.535088818892078,110,17,17,0,True,affac4f5c7e9c1b028d2ce61899565ca695d37bb8c5c7eb54d0bec20f76d3e45
80,21,GradHigh50,0.1184024329968544,0.358746737241745,-0.358746737241745,2.8909952640533447,2.414217156946739,142,19,19,0,True,0437cce94121afd840a2155d9518f0e96f8bd04adc1cde68653707dbb8c52379
81,55,GradLow50,0.0777679323916576,0.27989980578422546,-0.27989980578422546,4.248930931091309,2.867814413857546,175,12,12,0,True,5c1e4dec2e8829e68fb724032897870035bf18b17778ce7a375f00a522c21a0b
82,88,GradLow50,0.03871311315607384,0.04288596659898758,-0.04288596659898758,1.6155321598052979,0.8826857281700653,275,166,166,0,True,c7b34b999ba8f6917444eb8e3a7d701128e8b3d35339857dbe1c22380f651235
83,16,GradHigh50,0.1218601425983102,0.4138237237930298,-0.4138237237930298,4.3162031173706055,2.7058436663537724,139,12,12,0,True,a869e44547ce2413df798ebfec7fc4f572cf3a4ab984eb011833b3e431de070b
84,58,GradLow50,0.07618163795244653,0.22467216849327087,-0.22467216849327087,3.090197801589966,2.3498923621991965,139,17,17,0,True,111d72db39e60e494d6bff18c61dd350e00b8adf1bfd9a2c8386b9802c10597a
85,40,GradHigh50,0.09458797126932111,0.3048855662345886,-0.3048855662345886,3.624628782272339,2.568324842329634,142,15,15,0,True,64dfad66336d7e34ad56521234ba83839bec89d950115be2832041ceec5780a4
86,52,GradLow50,0.08105281920116955,0.3467109501361847,-0.3467109501361847,3.5120506286621094,3.4083833226002174,121,16,16,0,True,4e78856e0b87bb29e355c5f06f42d7dbc13d221da57bcefddeaad79de0156d84
87,48,GradHigh50,0.09035475925996929,0.309028297662735,-0.309028297662735,3.372368574142456,2.7251864133295984,133,18,18,0,True,c608ebecb5a9d635a1296c8d676be06f0385daf0b02dfc2eaf623ec7c509a729
88,43,GradHigh50,0.09238731500529336,0.2854059934616089,-0.2854059934616089,2.7850501537323,2.4614994436848825,118,20,20,0,True,c7da26a5fbd96d437ed512f41030149e57e1f7c4fdf22ae74994d093e606589a
89,23,GradHigh50,0.11453918821535446,0.3408181965351105,-0.3408181965351105,3.071597099304199,2.3709242130106842,142,18,18,0,True,1d58b8a27f49e304e475d924314c5eb6b3f2c0432fbc9a13e24f9c752624895d
90,36,GradHigh50,0.0981363824228382,0.3455031216144562,-0.3455031216144562,3.1479039192199707,2.8052458565959038,132,18,18,0,True,b21cda34a259804667901f4aaefd1e35745ce26f12692d3f2b4a55e1636b44f5
91,84,GradLow50,0.044313721789726083,0.13884097337722778,-0.13884097337722778,2.890317678451538,2.4964818995939067,165,25,25,0,True,54b50c43af1a13246e0187b33241f2f12b269c8ecd08946f5432bda1bceadb74
92,31,GradHigh50,0.09982454942252138,0.33812522888183594,-0.33812522888183594,2.7956461906433105,2.698915058722979,153,20,20,0,True,bbea436386b91790ddc0e60cc82090242f5155a6a1d6310da8a4198b1011b8a1
93,11,GradHigh50,0.1264692844727971,0.35871443152427673,-0.35871443152427673,3.1187942028045654,2.260022622729477,127,17,17,0,True,e3d4f8a2b1d9a8ef694ff609eb6aa4130b56b1869d4cd7c37e81f3a3337d0549
94,60,GradLow50,0.07585711413313573,0.22984516620635986,-0.22984516620635986,3.325610876083374,2.414282335067796,123,29,29,0,True,3dc26cdf3d4c97ff1de7edde9140ebcab621bde5dbb72cc285b22b748639eb7a
95,14,GradHigh50,0.12400364354587773,0.47626063227653503,-0.47626063227653503,4.145773887634277,3.060266419824054,137,13,13,0,True,7861bd5e419863a7794e3fa0bda6bb0d0c319d9831f6488d819a93b09606cb64
96,87,GradLow50,0.04014391583654979,0.1393902450799942,-0.1393902450799942,3.6684978008270264,2.7666973039547,144,14,14,0,True,d2c11df4b5b0d5bd718eace816e4ae73c56deecc2eb2348937c81e9adac2e851
97,5,GradHigh50,0.13962584857365443,0.48868080973625183,-0.48868080973625183,4.366085529327393,2.788742773712658,179,12,12,0,True,191b13d81ace34899ac09b39f3dbce531aaf45be278086dcbed2bd80614a09e4
98,66,GradLow50,0.06769517124032726,0.1587766855955124,-0.1587766855955124,2.918391466140747,1.86886546821197,196,51,51,0,True,cf6a0248f1efc189f7252c214932ffb1c0f594cbe89ecfdb5471409783c8ea66
99,17,GradHigh50,0.12093682374750533,0.44603925943374634,-0.44603925943374634,3.643016815185547,2.9387559843468916,171,16,16,0,True,37489ff34a9cfd1b622547c1aabe7765a994c94a463d1c945a45930714184f5c
